file_name,file_path,title,author,key,verse,pre_chorus,chorus,bridge,full_progression
to shepherds as they watched by night i11272,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\to shepherds as they watched by night i11272,To Shepherds As They Watched By Night,"from Schumann's Geistliche Lieder, Leipzig, 1539, Luther, Martin (1483-1546)",D,b6 5 b6,,,,b6 5 b6
to the ends of the earth i42478,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\to the ends of the earth i42478,To the Ends of the Earth,Hillsong,D,6m 4 1 5 6m 4 1 5 6m 4 1 5 4,5 6m 4 1 5 4 6m 4,1 5 2m 4 1 b7 2m 4,,6m 4 1 5 6m 4 1 5 6m 4 1 5 4 5 6m 4 1 5 4 6m 4 1 5 2m 4 1 b7 2m 4
to us salvation now is come i11229,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\to us salvation now is come i11229,To Us Salvation Now Is Come,"from Etlich Christlich Lider, Wittenberg, 1524, Speratus, Paul (1484-1551)",Eb,#4 #4 5,,,,#4 #4 5
today thy mercy calls me i11270,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\today thy mercy calls me i11270,Today Thy Mercy Calls Me,"Anthes, Friedrich Konrad (1812-?), Allen, Oswald (1816-1878)",A,1 1 1 1,,,,1 1 1 1
today your mercy calls us i11270,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\today your mercy calls us i11270,Today Your Mercy Calls Us,"Anthes, Friedrich Konrad (1812-?), Allen, Oswald (1816-1878)",A,1 1 1 1,,,,1 1 1 1
too good to not believe i98709,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\too good to not believe i98709,Too Good to Not Believe,"Brandon Lake, Cody Carnes, Chris Davenport, Joshua Silverberg",F,1 5 3m 2 1 3m 5 2 1 5 3 3m 2 1 3m 5 2,,1 5 3m 2 1 3m 5 2 1 1 5 3m 2 1 3m 5 2 1 1 5 3m 2 1 3m 5 2 1 1 5 3m 2 1 3m 5 2 1,3m 5 2 3m 5 2 1 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 6m 3m 2 5 2 6m 5 3m 2 3m 5 2 1 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 6m 3m 5 2 6m 5 3m 2,1 5 3m 2 1 3m 5 2 1 5 3 3m 2 1 3m 5 2 1 5 3m 2 1 3m 5 2 1 1 5 3m 2 1 3m 5 2 1 1 5 3m 2 1 3m 5 2 1 1 5 3m 2 1 3m 5 2 1 3m 5 2 3m 5 2 1 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 6m 3m 2 5 2 6m 5 3m 2 3m 5 2 1 1 3m 5 2 1 3m 5 2 1 3m 5 2 1 3m 5 2 6m 3m 5 2 6m 5 3m 2
touch of heaven i48152,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\touch of heaven i48152,Touch Of Heaven,Hillsong Worship,D,1 3m 5 5 1 3m 5 5 5 1 3m 5 2 1 3m 5 2 5 1 3m 5 2 5 1 3m 5 2,,1 2 3m 5 1 2 3m 5 5m 5 5 1 2 3m 5 1 2 3m 5 5m 5,1 2 3m 5 1 2 3m 5 1 2 3m 5 1 2 3m 5 1 2 3m 5,1 3m 5 5 1 3m 5 5 5 1 3m 5 2 1 3m 5 2 5 1 3m 5 2 5 1 3m 5 2 1 2 3m 5 1 2 3m 5 5m 5 5 1 2 3m 5 1 2 3m 5 5m 5 1 2 3m 5 1 2 3m 5 1 2 3m 5 1 2 3m 5 1 2 3m 5
touch the sky i45265,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\touch the sky i45265,Touch the Sky,Hillsong United,A,1 4 6m 1 4 6m b2 1 4 6m 1 4 6m,,1 4 6m 1 4 5,1 4 6m 1 4 6m 4 6m 1 4 5,1 4 6m 1 4 6m b2 1 4 6m 1 4 6m 1 4 6m 1 4 5 1 4 6m 1 4 6m 4 6m 1 4 5
touching heaven changing earth i42480,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\touching heaven changing earth i42480,"Touching Heaven, Changing Earth",Reuben Morgan,G,1 4 5 6m 4 5 1 4 5 6m 4 5 1 4 5 6m 4 5 6m 1 4 5 6m 4 5,,4 5 6m 4 5 6m 4 5 6m 4 1 5 6m,2m 1 4 5 2m 1 4 b6 4 1 5 6m 4 1 5 1,1 4 5 6m 4 5 1 4 5 6m 4 5 1 4 5 6m 4 5 6m 1 4 5 6m 4 5 4 5 6m 4 5 6m 4 5 6m 4 1 5 6m 2m 1 4 5 2m 1 4 b6 4 1 5 6m 4 1 5 1
trading my sorrows i168,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\trading my sorrows i168,Trading My Sorrows,Darryl Evans,G,2 5 7m 6 2 5 7m 6 2 5 7m 6 2m 2 5 7m 6 6 6 1 5,,2 5 7m 6 2 5 7m 6 2 5 7m 6 2 5 2 5 7m 6 2 5 7m 6 2 5 7m 6 2,2 5 7m 6 2 5 7m 6 2 5 7m 6 2 5,2 5 7m 6 2 5 7m 6 2 5 7m 6 2m 2 5 7m 6 6 6 1 5 2 5 7m 6 2 5 7m 6 2 5 7m 6 2 5 2 5 7m 6 2 5 7m 6 2 5 7m 6 2 2 5 7m 6 2 5 7m 6 2 5 7m 6 2 5
transfiguration i46350,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\transfiguration i46350,Transfiguration,Hillsong Worship,D,1m b3 b7 4 1m b3 b7 4 5 5,,b3 1m 5m 4 b3 1m b6 5m 4,b3 4 b7 b3 5m b3 b7 4 1m b3 5m b7 4 b6,1m b3 b7 4 1m b3 b7 4 5 5 b3 1m 5m 4 b3 1m b6 5m 4 b3 4 b7 b3 5m b3 b7 4 1m b3 5m b7 4 b6
tremble i48181,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\tremble i48181,Tremble,Mosaic MSC,C,6m 4 1 b6 6m 4 1 b6 6m 4 1 b6,,4 6m 5 4 6m 5 4 6m 5 4 6m 5,4 1 5 6 4 5 6m 4 1 5 4 5 6m,6m 4 1 b6 6m 4 1 b6 6m 4 1 b6 4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 1 5 6 4 5 6m 4 1 5 4 5 6m
trust i42482,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\trust i42482,Trust,Sixpence None the Richer,G,6m 5 4 1 5 4 1 5 1 5 4,,1 5 3m 4 1 5 4 5 1 4 5 1 5 4 1 5 4 5 1,,6m 5 4 1 5 4 1 5 1 5 4 1 5 3m 4 1 5 4 5 1 4 5 1 5 4 1 5 4 5 1
trust in the lord i14328,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\trust in the lord i14328,Trust in the Lord,Peter Hopkins,D,1 4 1 5 1 6m 4 5 1 4 1 5 1 5 1 1 4 1 5 1 6m 4 5 1 4 1 5 1 5 1 1 4 1 5 1 6m 4 5 1 4 1 5 5 1 5 1 1 4 1 5 1 6m 4 5 1 4 1 5 1 5 1 1 4 1 5 1 6m 4 5 1 4 1 5 1 5 1,,,,1 4 1 5 1 6m 4 5 1 4 1 5 1 5 1 1 4 1 5 1 6m 4 5 1 4 1 5 1 5 1 1 4 1 5 1 6m 4 5 1 4 1 5 5 1 5 1 1 4 1 5 1 6m 4 5 1 4 1 5 1 5 1 1 4 1 5 1 6m 4 5 1 4 1 5 1 5 1
trust in you i47599,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\trust in you i47599,Trust In You,"Paul Mabury, Michael Farren, Lauren Daigle",G,1 6m 2m 4 1 6m 2m 4 1 6m 2 4 5 4 5 6m 4 4 5 6m 4 2,,1 5 6m 4 1 5 b3 6m 4 1 5 1 5 6m 4 1 5 b3 6m 4 1 5 1 5 6m 4 1 5 b3 6m 4 1 5,,1 6m 2m 4 1 6m 2m 4 1 6m 2 4 5 4 5 6m 4 4 5 6m 4 2 1 5 6m 4 1 5 b3 6m 4 1 5 1 5 6m 4 1 5 b3 6m 4 1 5 1 5 6m 4 1 5 b3 6m 4 1 5
truth be told i98019,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\truth be told i98019,Truth Be Told,Matthew West,B,1 1 6m 1 4 1 1 6m 1 4 1 1 6m 1 4 1 5 6m 5 4 5 4 5 6m 1 4 1 5 6m 5 4 5 1 5 6m 5 4 5 4 5 6m 5 4 1 5 6m 5 4 5 1 5 6m 5 4 5 b7 7 b7 b7 5 6m 1 4 5 1 5 6m 5 4 5,,,,1 1 6m 1 4 1 1 6m 1 4 1 1 6m 1 4 1 5 6m 5 4 5 4 5 6m 1 4 1 5 6m 5 4 5 1 5 6m 5 4 5 4 5 6m 5 4 1 5 6m 5 4 5 1 5 6m 5 4 5 b7 7 b7 b7 5 6m 1 4 5 1 5 6m 5 4 5
turn it up i47333,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\turn it up i47333,Turn It Up,Planetshakers,E,1 4 6m 5 #4 1 4 5 1 4 6m 5 1 5 6m 5 4 5 6m 5 4 4m 1 4 6m 5 #4 1 5 #4 1 4 6m 5 1 4 5 1 4 1 4 1 4 1 4 6m 5 1 4 6m 5 4,,1 5 4 1 5 6m 4 5,,1 4 6m 5 #4 1 4 5 1 4 6m 5 1 5 6m 5 4 5 6m 5 4 4m 1 4 6m 5 #4 1 5 #4 1 4 6m 5 1 4 5 1 4 1 4 1 4 1 4 6m 5 1 4 6m 5 4 1 5 4 1 5 6m 4 5
turn your eyes upon jesus i11297,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\turn your eyes upon jesus i11297,Turn Your Eyes upon Jesus,Helen Howarth Lemmel,E,4 4,,1 5 6m 1 4 2m 5 1 1 4 4m 1 5 1,,4 4 1 5 6m 1 4 2m 5 1 1 4 4m 1 5 1
twas in the moon of wintertime i11273,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\twas in the moon of wintertime i11273,Twas In The Moon of Wintertime,"French, de Brébeuf, Jean (1593-1649)",D,5 5 b6 b6,,,,5 5 b6 b6
twas on that dark that doleful night i11274,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\twas on that dark that doleful night i11274,"'Twas On That Dark, That Doleful Night","Dykes, John Bacchus (1823-1876), Watts, Isaac (1674-1748)",F,3,,,,3
twentyfour i42484,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\twentyfour i42484,Twenty-Four,Switchfoot,G,1 4 5 1 6m 4 5 1 6m 4 5 1 6m 4 5 1 1 4 5 1 6m 4 5 4 5 1 4 5 1 6m 4 5 1 5 1 4 5 1 2 6m 4 2 2 5 1 5,,1 2m 6m 4 2m 5 2m 1 2m 6m 4 2m 5 2m,1 2m 6m 2m 4 2m 5 1 2m 6m 2m 2m 4 5 1 6m 4 5 1,1 4 5 1 6m 4 5 1 6m 4 5 1 6m 4 5 1 1 4 5 1 6m 4 5 4 5 1 4 5 1 6m 4 5 1 5 1 4 5 1 2 6m 4 2 2 5 1 5 1 2m 6m 4 2m 5 2m 1 2m 6m 4 2m 5 2m 1 2m 6m 2m 4 2m 5 1 2m 6m 2m 2m 4 5 1 6m 4 5 1
uitstap no condemnation i87204,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\uitstap no condemnation i87204,Uitstap: No condemnation,Philip Moolman,C,1 5 6m 5 4 1 5 1 5 6m 5 4 1 5 1 5 6m 5 4 1 5 1 5 6m 5 4 6m 1 5 1 5 6m 5 4 1 5 1 5 6m 5 4 6m 1 5,6m 5 4 1 5 6 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 1 5 6 6m 5 4 1 5 6 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 1 5 6,4 5 1 4 5 4 5 6m 4 5 4 5 1 4 5 4 5 6m 4 2 4 5 1 4 5 4 5 6m 4 5 4 5 1 4 5 4 5 6m 4 2 4 5 1 4 5 4 5 6m 4 2,,1 5 6m 5 4 1 5 1 5 6m 5 4 1 5 1 5 6m 5 4 1 5 1 5 6m 5 4 6m 1 5 1 5 6m 5 4 1 5 1 5 6m 5 4 6m 1 5 6m 5 4 1 5 6 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 1 5 6 6m 5 4 1 5 6 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 1 5 6 4 5 1 4 5 4 5 6m 4 5 4 5 1 4 5 4 5 6m 4 2 4 5 1 4 5 4 5 6m 4 5 4 5 1 4 5 4 5 6m 4 2 4 5 1 4 5 4 5 6m 4 2
unashamed love i42486,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\unashamed love i42486,Unashamed Love,Lamont Hiebert,C,5 1 3m 1 6 5 1 3m 1 5 1 3m 1 6 5 1 3m 1,,5 1 6 3m 1 5 6 1 3m 5,5 1 5 1 5 1 3m 1,5 1 3m 1 6 5 1 3m 1 5 1 3m 1 6 5 1 3m 1 5 1 6 3m 1 5 6 1 3m 5 5 1 5 1 5 1 3m 1
unchanging i11899,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\unchanging i11899,Unchanging,Chris Tomlin,G,1 4 5 4 1 1 4 5 4 1 1 4 5 4 1,,6m 1 4 6m 4 5 1,6m 4 1 b6,1 4 5 4 1 1 4 5 4 1 1 4 5 4 1 6m 1 4 6m 4 5 1 6m 4 1 b6
under his wings i7663,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\under his wings i7663,Under His Wings,"Sankey, Ira David (1840-1908), Cushing, William Orcutt (1823-1902)",Db,b6m b6m b6 b6m,,,,b6m b6m b6 b6m
undignified i1805,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\undignified i1805,Undignified,Matt Redman,D,1 4 1 5 5 1 4 1 5 5,,1 4 1 5 5 1 4 1 5 5 1 4 1 5 5 1 4 1 5 5,1 4 1 4,1 4 1 5 5 1 4 1 5 5 1 4 1 5 5 1 4 1 5 5 1 4 1 5 5 1 4 1 5 5 1 4 1 4
united i3294,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\united i3294,United,Dan Smith,E,1 4 1 5 6m 4 1 5,,1 4 6m 4,,1 4 1 5 6m 4 1 5 1 4 6m 4
unstoppable love i46305,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\unstoppable love i46305,Unstoppable Love,Jesus Culture,D,1m b3 5 b7 4m 1m b3 b7 4m 5 5 5 1m b3 5,,4m b6 b3 b7 4m b6 b3 b7,b6 1m b3 b7 b6 1m b3 b7,1m b3 5 b7 4m 1m b3 b7 4m 5 5 5 1m b3 5 4m b6 b3 b7 4m b6 b3 b7 b6 1m b3 b7 b6 1m b3 b7
until grace i98448,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\until grace i98448,Until Grace,"Tauren Wells, Rascal Flatts",B,1 5 2 3m 1 5 2 3m b7 1 5 2 3m 1 5 1 2 1 5 2 3m b7 1 5 2 3m 1 5 2 3m b7 1 5 2 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2 5 5 1 5 2 5 1 3m 2 1 3m 2 1 3m 2 1 3m 2 5 1 5 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 5,,1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2,,1 5 2 3m 1 5 2 3m b7 1 5 2 3m 1 5 1 2 1 5 2 3m b7 1 5 2 3m 1 5 2 3m b7 1 5 2 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2 5 5 1 5 2 5 1 3m 2 1 3m 2 1 3m 2 1 3m 2 5 1 5 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2 1 5 2 3m 1 5 2 5 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2
until i see you again i42491,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\until i see you again i42491,Until I See You Again,Mark Schultz,D,1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5,4 5 6m 5 4 5 6m 5,4 1 5 4 5 6m 4 5 6m 5 4 5 4,4 5 4 4 5 1,1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 4 5 6m 5 4 5 6m 5 4 1 5 4 5 6m 4 5 6m 5 4 5 4 4 5 4 4 5 1
unto the king eternal i42492,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\unto the king eternal i42492,Unto the King Eternal,Joey Holder,C,1 4 1 5 1 4 1 5 6m 4 1 5 4 5 6m 4 5 1 5 6m 5 1 5 6m 5 4 4 5 1,,,,1 4 1 5 1 4 1 5 6m 4 1 5 4 5 6m 4 5 1 5 6m 5 1 5 6m 5 4 4 5 1
upper room i110278,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\upper room i110278,Upper room,Hillsong Worship,C,1 2m 6m 1 2m 6m b6 4m 1 2m 6m b6 4m 6m #4 1 5 #4 1 6m 5 #4 6m 5 5 1 2m 6m 1 2m 6m 2m #4 1 2m 6m 2m 4 5 #4 1 5 #4 1 6m 5 #4 6m 1 5 5 1 2m 6m 5 4 1 2m 6m 5 4 5 #4 1 5 #4 1 6m 5 #4 6m 5 5 1 2m 6m 1 2m 6m 1 2m 6m 1 2m 6m 1,,,,1 2m 6m 1 2m 6m b6 4m 1 2m 6m b6 4m 6m #4 1 5 #4 1 6m 5 #4 6m 5 5 1 2m 6m 1 2m 6m 2m #4 1 2m 6m 2m 4 5 #4 1 5 #4 1 6m 5 #4 6m 1 5 5 1 2m 6m 5 4 1 2m 6m 5 4 5 #4 1 5 #4 1 6m 5 #4 6m 5 5 1 2m 6m 1 2m 6m 1 2m 6m 1 2m 6m 1
use me now my lord i88187,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\use me now my lord i88187,Use me now my Lord,Aline Barros,C,1 5 6m 1 4 1 2m 5 1 5 6m 1 4 1 3m 6m 4 5 4 5 1 5 6 6m 5 6 4 1 6 6m 5 1 5 6m 5 6 4 3m 2m 5 1 4 5 1 6m 4 2m 4 5 1,,,,1 5 6m 1 4 1 2m 5 1 5 6m 1 4 1 3m 6m 4 5 4 5 1 5 6 6m 5 6 4 1 6 6m 5 1 5 6m 5 6 4 3m 2m 5 1 4 5 1 6m 4 2m 4 5 1
victors crown i91884,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\victors crown i91884,Victor's Crown,"Kari Jobe, Israel Houghton, Darlene Zschech",C,1 6m 2m b6 5 6m 5 1 2m 2m b6 5 1 6m 2m b6 5 6m 5 1 2m 2m b6 5 1 6m b7 2m b6 5 6m 5 1 2m 2m b6 5 6m 5 1 2m 4 1 1,,4 5 1 4 1 5 2m 4 5 6m 2m 5 4 5 1 4 1 5 2m 4 5 6m 2m 5 4 5 1 4 1 5 2m 4 5 6m 2m 5,4 1 5 2m 4 1 5 4 1 5 2m 4 1 5,1 6m 2m b6 5 6m 5 1 2m 2m b6 5 1 6m 2m b6 5 6m 5 1 2m 2m b6 5 1 6m b7 2m b6 5 6m 5 1 2m 2m b6 5 6m 5 1 2m 4 1 1 4 5 1 4 1 5 2m 4 5 6m 2m 5 4 5 1 4 1 5 2m 4 5 6m 2m 5 4 5 1 4 1 5 2m 4 5 6m 2m 5 4 1 5 2m 4 1 5 4 1 5 2m 4 1 5
victory i48498,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\victory i48498,Victory,Hillsong College,E,1m b6 b3 1m b6 b3 1m b6 b3 1m b6 b3 1m b6 b3 1m b6 b3 4 1m b6 b3 1m b7 b3 1m b7 b3 b6 b7 1m b6 b3 1m b6 b3 1m b6 b3 1m b7 b3 1m b7 b3 b6 b7 b3 b6 1m b6 b3 1m b6 b3 1m b6 b3 1m b6 b3 1m b6 b3 1m b7 b3 b6 b7 b3 1m b6 b3 b3 1m b6 b3,,b3 b3 b6 b7 b3 1m b7 b3,,1m b6 b3 1m b6 b3 1m b6 b3 1m b6 b3 1m b6 b3 1m b6 b3 4 1m b6 b3 1m b7 b3 1m b7 b3 b6 b7 1m b6 b3 1m b6 b3 1m b6 b3 1m b7 b3 1m b7 b3 b6 b7 b3 b6 1m b6 b3 1m b6 b3 1m b6 b3 1m b6 b3 1m b6 b3 1m b7 b3 b6 b7 b3 1m b6 b3 b3 1m b6 b3 b3 b3 b6 b7 b3 1m b7 b3
victory in jesus i42493,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\victory in jesus i42493,Victory in Jesus,Eugene M. Bartlett,G,1 1 4 1 2 6m 1 2 5 2 1 1 4 1 6m 1 4 b6 5 1 1 1 4 1 6m 1 2 5 1 1 4 1 6m 1 4 b6 5 1 1 1 4 1 2 6m 1 2 5 1 1 4 1 6m 1 4 b6 5 1,,1 4 1 6m 1 2 5 1 4 1 4 b6 5 1,,1 1 4 1 2 6m 1 2 5 2 1 1 4 1 6m 1 4 b6 5 1 1 1 4 1 6m 1 2 5 1 1 4 1 6m 1 4 b6 5 1 1 1 4 1 2 6m 1 2 5 1 1 4 1 6m 1 4 b6 5 1 1 4 1 6m 1 2 5 1 4 1 4 b6 5 1
victory is yours i64783,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\victory is yours i64783,Victory is Yours,Bethel Music,G,1 6m 4 b3 6m 5 2 1 4 2m b3 1 6m 4 6m 5 1 4 2m b3,,6m 4 1 5 6m 4 1 5 4,4 5 6m 2 4 5 6m 2,1 6m 4 b3 6m 5 2 1 4 2m b3 1 6m 4 6m 5 1 4 2m b3 6m 4 1 5 6m 4 1 5 4 4 5 6m 2 4 5 6m 2
voice in the wilderness i42494,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\voice in the wilderness i42494,Voice in the Wilderness,4Him,E,1 1 1 2m b7 1 4m 4 4 1 1 2m 4m b7 1 4 4m 1 1 1 2m 4 b7 1 1 1 2m b7 1 1,,b7 6m 4 1 6m 4 2m b7 1 4 4,,1 1 1 2m b7 1 4m 4 4 1 1 2m 4m b7 1 4 4m 1 1 1 2m 4 b7 1 1 1 2m b7 1 1 b7 6m 4 1 6m 4 2m b7 1 4 4
voice of truth i46606,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\voice of truth i46606,Voice of truth,Casting Crowns,F,1 6m 4 b7 4 1 6m 4 b7 4 5 4 b2 1 5 4 b2 1 5 4 4 5 6m 4 5 3 3 3 3,,1 5 3 6m 4 1 5 6m 4 6m 4 b2 1,,1 6m 4 b7 4 1 6m 4 b7 4 5 4 b2 1 5 4 b2 1 5 4 4 5 6m 4 5 3 3 3 3 1 5 3 6m 4 1 5 6m 4 6m 4 b2 1
wait for you i48412,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\wait for you i48412,Wait For You,Rivers & Robots,Ab,1 3m 2 5 1 3m 2 2 5 1 3m 2 5 1 3m 2 1 3m 2 5 1 3m 2 5,,1 2 b2 1 b2 5 2 3m 1 2 1 5 2 3m 1,1 2 1 5 2 3m 1 2 3m 5 2 3m 2,1 3m 2 5 1 3m 2 2 5 1 3m 2 5 1 3m 2 1 3m 2 5 1 3m 2 5 1 2 b2 1 b2 5 2 3m 1 2 1 5 2 3m 1 1 2 1 5 2 3m 1 2 3m 5 2 3m 2
wait on you i98708,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\wait on you i98708,Wait on you,"Phil Wickham, Maverick City Music, Elevation Worship",D,1 1 1 1 4 2m 5 b6 1 5 1 5 1 4 2m 5 1 1 1 1 4 2m 5,,1 2m 6m 5 4 2m 1 2m 6m 5 4 2m 1 2m 6m 1 5 4 2m 1 2m 6m 1 5 4 2m 1 2m 6m 1 5 4 2m 1 2m 6m 1 5 4 2m 4 5 1 2m 1 5,4 5 1 2m 1 5,1 1 1 1 4 2m 5 b6 1 5 1 5 1 4 2m 5 1 1 1 1 4 2m 5 1 2m 6m 5 4 2m 1 2m 6m 5 4 2m 1 2m 6m 1 5 4 2m 1 2m 6m 1 5 4 2m 1 2m 6m 1 5 4 2m 1 2m 6m 1 5 4 2m 4 5 1 2m 1 5 4 5 1 2m 1 5
waiting here for you i46749,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\waiting here for you i46749,Waiting Here For You,"Martin Smith, Chris Tomlin, Jesse Reeves",C,1 6m 5 1 6m 5 4 4 1 6m 5 1 6m 5 1 6m 5 4 4 1 6m 5 1 6m 5 4 4,,1 2m 6m 5 4 4 1 2m 6m 5 6m 5,4 6m 5,1 6m 5 1 6m 5 4 4 1 6m 5 1 6m 5 1 6m 5 4 4 1 6m 5 1 6m 5 4 4 1 2m 6m 5 4 4 1 2m 6m 5 6m 5 4 6m 5
waiting on the night to fall i45718,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\waiting on the night to fall i45718,Waiting On The Night To Fall,Casting Crowns,G,1 5 6m 4 1 5 6m 4 b3 2 1 5 6m 4 1 5 6m 4 4 6m 4 6m 5 4 6m 4 1 5 4 6m,,4 1 5 6m 4 1 5 6m 4 6m 2m 2 4 1 5 6m 4 1 5 6m 4 6m 2m 2 4 1 5 6m 4 1 5 6m 4 6m 4 6m 4 6m 4 6m,4 1 5 6m 4 1 6m 5,1 5 6m 4 1 5 6m 4 b3 2 1 5 6m 4 1 5 6m 4 4 6m 4 6m 5 4 6m 4 1 5 4 6m 4 1 5 6m 4 1 5 6m 4 6m 2m 2 4 1 5 6m 4 1 5 6m 4 6m 2m 2 4 1 5 6m 4 1 5 6m 4 6m 4 6m 4 6m 4 6m 4 1 5 6m 4 1 6m 5
walk by faith i42495,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\walk by faith i42495,Walk by Faith,Jeremy Camp,G,2m 4 1 2m 4 1 2m 4 1 5 4 2m 4 1 2m 4 1 2m 4 1 5 4,,1 5 4 6m 5 4 1 5 4 6m 5 4,5 5 5 6m 5 4 6m 5 4,2m 4 1 2m 4 1 2m 4 1 5 4 2m 4 1 2m 4 1 2m 4 1 5 4 1 5 4 6m 5 4 1 5 4 6m 5 4 5 5 5 6m 5 4 6m 5 4
water and dust i48057,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\water and dust i48057,Water and Dust,Cory Asbury,F#,1 5 6m 6m 5 1 1 5 6m 6m 5 1 1 5 6m b3 b3 6m 5 1 1 5 6m 6m 5 5 1 5 1 1,,5 6m 1 b3 1 5 5 6m 1 1 5 3 1 5 6m 1 b3 1 5 5 6m 1 1 5 3,1 1 5 1 1,1 5 6m 6m 5 1 1 5 6m 6m 5 1 1 5 6m b3 b3 6m 5 1 1 5 6m 6m 5 5 1 5 1 1 5 6m 1 b3 1 5 5 6m 1 1 5 3 1 5 6m 1 b3 1 5 5 6m 1 1 5 3 1 1 5 1 1
water you turned into wine i1814,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\water you turned into wine i1814,Water you turned into wine,"Chris Tomlin, Matt Redman, Jonas Myrin, Jesse Reeves",G,6m 4 1 6m 4 1 2m 5 6m 4 1 6m 4 1 2m 5,,6m 4 1 5 6m 4 1 5,6m 4 1 5 6m 4 3m 5,6m 4 1 6m 4 1 2m 5 6m 4 1 6m 4 1 2m 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 3m 5
