title,artist,song_key,display_key,intro,pre_chorus,chorus,bridge,outro,full_progression
The First And The Last,Hillsong United,C#m,E,6m 5 4 1 5 6m 5 4 1 5 6m 5 4 1 5 4 6m 4 5 1 6m 5 4 1 5 6m 5 4 1 5 4 6m 4 5 1,,1 5 4 1 2m 6m 5 4 6m 4 5 6m 5 4 1 5 6m 6m 5 4 1 5 6m 5 4 1 5 4 6m 4 5 1,4 6m 5 4 6m 5 2m 6m 5 4 4,,6m 5 4 1 5 6m 5 4 1 5 6m 5 4 1 5 4 6m 4 5 1 6m 5 4 1 5 6m 5 4 1 5 4 6m 4 5 1 1 5 4 1 2m 6m 5 4 6m 4 5 6m 5 4 1 5 6m 6m 5 4 1 5 6m 5 4 1 5 4 6m 4 5 1 4 6m 5 4 6m 5 2m 6m 5 4 4
The Greatness of Our God,Hillsong United,B,B,,,b2 b6 b3 4m b2 b6 b3 b2 b6 b3 4m b2 b6 b3,b2 b6 b3 b2 b6 b3 4m b2 b6 b3 4m b2 b3,,b2 b6 b3 4m b2 b6 b3 b2 b6 b3 4m b2 b6 b3 b2 b6 b3 b2 b6 b3 4m b2 b6 b3 4m b2 b3
The Potters Hand,Hillsong United,G,G,1 6m b7 5,6m 5 1 4m 6m 4 2m 5,6m 5 1 4m 6m 4 2m 5 1 5 2m 6m b7 4 2m 5 1 5 2m 6m b7 4 2m 5,,,1 6m b7 5 6m 5 1 4m 6m 4 2m 5 6m 5 1 4m 6m 4 2m 5 1 5 2m 6m b7 4 2m 5 1 5 2m 6m b7 4 2m 5
The Potters Hand,Hillsong United,G,G,1 6m b7 5,6m 5 1 4 6m 2 2m 5,6m 5 1 4 6m 2 2m 5 1 5 2m 6m b7 4 2m 5 1 5 2m 6m b7 4 2m 5,,,1 6m b7 5 6m 5 1 4 6m 2 2m 5 6m 5 1 4 6m 2 2m 5 1 5 2m 6m b7 4 2m 5 1 5 2m 6m b7 4 2m 5
The Time Has Come,Hillsong United,A,A,,,1 6m 4 1 1 6m 4 6m 4 1,6m 2m 4 1 5 1 6m 4 1,,1 6m 4 1 1 6m 4 6m 4 1 6m 2m 4 1 5 1 6m 4 1
There Is Nothing Like,Hillsong United,C#m,E,6m 1 5 6m 1 5,4 2m 6m 1 2,4 2m 6m 1 2 4 6m 4 1 5 4 6m 4 1 2 4 2m 6m 1 2 4 6m 4 1 5 4 6m 4 1 2 2m 6m 5 4 2m 6m 1 2 4 6m 4 1 5,4 6m 5 4 6m 5 2m 6m 5,,6m 1 5 6m 1 5 4 2m 6m 1 2 4 2m 6m 1 2 4 6m 4 1 5 4 6m 4 1 2 4 2m 6m 1 2 4 6m 4 1 5 4 6m 4 1 2 2m 6m 5 4 2m 6m 1 2 4 6m 4 1 5 4 6m 5 4 6m 5 2m 6m 5
This I Believe,Hillsong United,E,E,,,b3 b6 1m b6 b3 b6 1m b6 b7 b3 1m b6 b7 1m b6 b7 b3 b3 b6 1m b6 b3 b6 1m b6 b7 b3 1m b6 b7 b3,b6 1m b7 b6 1m b7 b6 b7 b3,,b3 b6 1m b6 b3 b6 1m b6 b7 b3 1m b6 b7 1m b6 b7 b3 b3 b6 1m b6 b3 b6 1m b6 b7 b3 1m b6 b7 b3 b6 1m b7 b6 1m b7 b6 b7 b3
This I Believe The Creed,Hillsong United,G,G,1 3m 2 5,,5 2 1 2 3m 1 5 2 1 2 3m 1 2 5 2 1 2 3m 1 5 2 1 2 3m 1 2 5 2 1 2 3m 1 5 2 1 2 3m 1 2 5 2 1 2 3m 1 5 2 1 2 3m 1 2,1 3m 2 1 3m 2 1 2 5,,1 3m 2 5 5 2 1 2 3m 1 5 2 1 2 3m 1 2 5 2 1 2 3m 1 5 2 1 2 3m 1 2 5 2 1 2 3m 1 5 2 1 2 3m 1 2 5 2 1 2 3m 1 5 2 1 2 3m 1 2 1 3m 2 1 3m 2 1 2 5
This I Believe The Creed,Hillsong United,G,G,b7 2m 1 4,,4 1 b7 1 2m b7 4 1 b7 1 2m b7 1 4 1 b7 1 2m b7 4 1 b7 1 2m b7 1 4 1 b7 1 2m b7 4 1 b7 1 2m b7 1 4 1 b7 1 2m b7 4 1 b7 1 2m b7 1,b7 2m 1 b7 2m 1 b7 1 4,,b7 2m 1 4 4 1 b7 1 2m b7 4 1 b7 1 2m b7 1 4 1 b7 1 2m b7 4 1 b7 1 2m b7 1 4 1 b7 1 2m b7 4 1 b7 1 2m b7 1 4 1 b7 1 2m b7 4 1 b7 1 2m b7 1 b7 2m 1 b7 2m 1 b7 1 4
This I Believe The Creed,Hillsong United,G,G,,,5 2 1 2 3m 1 5 2 1 2 3m 1 2 5 2 1 2 3m 1 5 2 1 2 3m 1 2 5 2 1 2 3m 1 5 2 1 2 3m 1 2,1 3m 2 1 3m 2 1 2 5,,5 2 1 2 3m 1 5 2 1 2 3m 1 2 5 2 1 2 3m 1 5 2 1 2 3m 1 2 5 2 1 2 3m 1 5 2 1 2 3m 1 2 1 3m 2 1 3m 2 1 2 5
This Is Our God,Hillsong United,A,A,1 5 7m 3m 1 5 7m 3m 1 2 5 1 6m 2 5 1 6m,,1 5 7m 3m 1 5 7m 3m 1 2,5 5 2 6m 3m 1 5 5 2 6m 3m 1 5,,1 5 7m 3m 1 5 7m 3m 1 2 5 1 6m 2 5 1 6m 1 5 7m 3m 1 5 7m 3m 1 2 5 5 2 6m 3m 1 5 5 2 6m 3m 1 5
This Is The Air I Breathe,Hillsong United,Bb,Bb,1 4 1 4,,1 5 6m 5 4 6m 5 1 5 6m 5 4 6m 5,,,1 4 1 4 1 5 6m 5 4 6m 5 1 5 6m 5 4 6m 5
Through It All,Hillsong United,G,G,1 6m 4m b6 1 5 6m 6m 4m b6 5 1 5 6m 6m 4m 3m 4m 3m 4m b6 5,,1 4m 5 6m 4m b6 5 1 4m 5 6m 4 4 1,1 6m 4 b6 5,,1 6m 4m b6 1 5 6m 6m 4m b6 5 1 5 6m 6m 4m 3m 4m 3m 4m b6 5 1 4m 5 6m 4m b6 5 1 4m 5 6m 4 4 1 1 6m 4 b6 5
Through It All,Hillsong United,G,G,1 6m 4m b6 1 5 6m 6m 4 b6 5 1 5 6m 6m 4 3m 4 3m 4 b6 5,,1 4 5 6m 4 b6 5 1 4 5 6m 4 4 1,1 6m 4 b6 5,,1 6m 4m b6 1 5 6m 6m 4 b6 5 1 5 6m 6m 4 3m 4 3m 4 b6 5 1 4 5 6m 4 b6 5 1 4 5 6m 4 4 1 1 6m 4 b6 5
Til I See You,Hillsong United,A,A,,,5 2 3m 5 1 2 3m 2,1 5 2 3m 1 5 2 3m 1 5 2 3m 1 2,,5 2 3m 5 1 2 3m 2 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 2
To The Ends Of The Earth,Hillsong United,Em,G,,5 6m 4 1 5 4 6m,5 6m 4 1 5 4 6m 1 5 1 2m 4 1 b7 2m 4,,,5 6m 4 1 5 4 6m 5 6m 4 1 5 4 6m 1 5 1 2m 4 1 b7 2m 4
Todo Lo Que Anhelo,Hillsong United,Em,G,6m 2m 4 5 6m 1 5 b7 5 4 1 5m 4 1 b7 5m 4 1 b7,,,,,6m 2m 4 5 6m 1 5 b7 5 4 1 5m 4 1 b7 5m 4 1 b7
Touch The Sky,Hillsong United,G,G,,,1 4 1 6m 5 1 4 1 6m 5 1 4 6m 5 1 4 1 6m 5 1 4 1 6m 5,1 4 5 6m 1 4 5 6m,,1 4 1 6m 5 1 4 1 6m 5 1 4 6m 5 1 4 1 6m 5 1 4 1 6m 5 1 4 5 6m 1 4 5 6m
Touch The Sky,Hillsong United,A,A,,,b7 b3 b7 5m 4 b7 b3 b7 5m 4 b7 b3 5m 4 b7 b3 b7 5m 4 b7 b3 b7 5m 4,b7 b3 4 5m b7 b3 4 5m,,b7 b3 b7 5m 4 b7 b3 b7 5m 4 b7 b3 5m 4 b7 b3 b7 5m 4 b7 b3 b7 5m 4 b7 b3 4 5m b7 b3 4 5m
Trust In You,Hillsong United,D,D,1 b2 1 1 6m 4 1 6m 4 1 6m 4 1,2m 1 5 2m 1 5,2m 1 5 2m 1 5 1 b2 1 6m 5 4 1 b2 1 6m 5 4,,,1 b2 1 1 6m 4 1 6m 4 1 6m 4 1 2m 1 5 2m 1 5 2m 1 5 2m 1 5 1 b2 1 6m 5 4 1 b2 1 6m 5 4
Tu Amor Me Inundó,Hillsong United,A,A,1 5 1 5 4 5 1 5 1 5 4 5 1 5 1 5 4 5 2m 6m 1 5 2m 6m 5 2m 6m 1 5 4 1 1 5 1 5 4 5 1 5 1 5 4 5 1 2m 6m 4 1 2m 6m 4,,,,,1 5 1 5 4 5 1 5 1 5 4 5 1 5 1 5 4 5 2m 6m 1 5 2m 6m 5 2m 6m 1 5 4 1 1 5 1 5 4 5 1 5 1 5 4 5 1 2m 6m 4 1 2m 6m 4
Tu Amor No Tiene Fín,Hillsong United,Bm,D,6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 4 1 2m 4 4 1 2m 4,,,,,6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 4 1 2m 4 4 1 2m 4
Tu Eres,Hillsong United,F,F,1 6m 3 1 6m 4 2m 5 5 b2 1 6m 4m 3 7 5 6m 2m 5 6m 4 1 6m 4 2 5 1 6m 4 2 5 3 1 6m 4 2m 3 5 5 b2 1 6m 4m 7 5 6m 2m 5 6m 4 1 6m 4 2 5 1,,,,,1 6m 3 1 6m 4 2m 5 5 b2 1 6m 4m 3 7 5 6m 2m 5 6m 4 1 6m 4 2 5 1 6m 4 2 5 3 1 6m 4 2m 3 5 5 b2 1 6m 4m 7 5 6m 2m 5 6m 4 1 6m 4 2 5 1
Tu Eres Santo,Hillsong United,Dm,F,6m 5 6m 5 3 6m 5 7m 2 6 5 3m 6 6m 5 6m 5 7m 2 6 5 3m 6 3m 7m 2 6 3m 7m 2 6 3m 7m 2 6 5 5 7m 5 2 6 7m b2m b3m b3m b3m 5,,,,,6m 5 6m 5 3 6m 5 7m 2 6 5 3m 6 6m 5 6m 5 7m 2 6 5 3m 6 3m 7m 2 6 3m 7m 2 6 3m 7m 2 6 5 5 7m 5 2 6 7m b2m b3m b3m b3m 5
Unending Love,Hillsong United,Bm,D,6m 4 1,5 6m 4 5 6m 4 5 6m 4 5 6m 4,5 6m 4 5 6m 4 5 6m 4 5 6m 4 1 5 6m 4 1 5 6m 6m 4 6m 4 1,,,6m 4 1 5 6m 4 5 6m 4 5 6m 4 5 6m 4 5 6m 4 5 6m 4 5 6m 4 5 6m 4 1 5 6m 4 1 5 6m 6m 4 6m 4 1
Unending Love,Hillsong United,Bm,D,6m 4 1 6m 4 1 6m 4 1 5 6m 4 5 6m 4 5 6m 4 5 6m 4 1 5 6m 4 1 5 6m 6m 4 6m 4 1 6m 4 1 6m 4 1,,,,,6m 4 1 6m 4 1 6m 4 1 5 6m 4 5 6m 4 5 6m 4 5 6m 4 1 5 6m 4 1 5 6m 6m 4 6m 4 1 6m 4 1 6m 4 1
