Song Title,Artist,Song Key,Intro,Pre-Chorus,Chorus,Bridge,Outro
Shout To The Lord What A Beautiful Namec,Influence Music,G,G C       ,,G Em C D G Em C D Em C D G Em C D G Em C D Em C D G G D Em D C G/B D Em D C                               , C D Em Bm C D Em Bm C D Em Bm C D Em D          ,
Shout To The Lord What A Beautiful Namec,Influence Music,G,G C       ,,G Em C D G Em C D Em C D C D G Em C D G Em C D Em C D G G D Em D C G/B D Em D C                               , C D Em Bm C D Em Bm C D Em Bm C D Em D          ,
Shout To The Lord What A Beautiful Namec,Influence Music,G,G C       ,,G Em C D G Em C D Em C D G Em C D G Em C D Em C D G G D Em D C G/B D Em D C                               , C D Em Bm C D Em Bm C D Em Bm C D Em D          ,
Soli Deo Gloria,Influence Music,F,F C G Am F C G G F C G Am F C G G       ,,F C G Am F C F C F C G Am F C F C F C G Am F C F C F C G Am F C F G F C G Am F C F C F C G Am F C F C                              ,F G Am F G C F G Am F G C F G Am F G C F G Am F G C F G Am F G C F G Am F G            ,
Spirit Lead Me,Influence Music,G,G Am Em C G Am Em       ,,C G Am Em C G Am Em C G Am C D Em D C G Am Em C G Am Em  C G Am Em C G Am Em C G Am C D Em D C Em C C G Am Em C G Am Em C G Am C D Em D C G Am Em                             ,Em C G D Em C G D Em C G D Em C G D Em C G D Em C G          ,
At All Times,Indiana Bible College,C#m,       ,,C#m Amaj9 F#m G#m7 C#m Amaj9 F#m G#m7 D C#m Amaj9 F#m G#m7 C#m Amaj9 F#m9 D C#5 C#m Amaj9 F#m G#m7 C#m Amaj9 F#m G#m7 D C#m Amaj9 F#m G#m7 C#m Amaj9 F#m9 D C#m Amaj9 F#m G#m7 C#m Amaj9 F#m G#m7 D C#m Amaj9 F#m G#m7 C#m Amaj9 C G# B F# G# E C# D C#5 B5 C#5 B5 C#5 B5 C#5 C#5 B5 C#5 B5 C#5 B5 C#5 C#5 B5 C#5 B5 C#5 B5 C#5 C#5 B5 C#5 B5 Amaj9 B F#9 C#m Amaj9 F#m G#m7 C#m Amaj9 F#m G#m7 D C#m A/C# B/C# A/C# C#m7 G#m7 Amaj9 C G# B F# G# E C# D C#m C C# A/C# D C#/G# A C G# B F# G# E C# Dmaj9 D                              ,            ,
For Your Name,Indiana Bible College,G,G G/B C G G/B C       ,,G Em7 D C G Em7 D Am D C G Em7 D C                               ,G D/G Am/G G D Em7 D/E Am/E Em7 D G/D D Am/D G/D C D            ,
Greater,Indiana Bible College,B,F# F# B F#       ,,B F# G#m F# B F# G#m C# B B A#m F# G#m A#m F# B A#m F# G#m C# F# B A#m F# G#m A#m F# B A#m F# G#m C# F#                               ,B F# B F# C# B F# B F# C#            ,
When I Speak Your Name,Indiana Bible College,C,Am G F Gsus G Am G F Gsus G       ,,C Dm7 C/F Am7 G C Dm7 C/F Am7 G G Am7 G C C Dm7 C/F Am7 G C Dm7 C/F Am7 G                              , F2 Gsus Am7 Bb2 F2 Gsus Am7 Bb2 F2 Gsus Am7 Bb2 F2 Gsus Am7 Bb2 C F Gsus Am7 Gsus/Bb          ,
Let Us Love And Sing And Wonder,Indelible Grace,G,       ,,Em C G D Em C Em C Em C Em C D G D Em C                                ,            ,
Arise My Soul Arise,Indelible Grace,G,       ,,C G C D C Am C D G G C D G C Am D G C Am D C G D/F# Em D C C D G C D G C Am D G C Am D C G D/F# Em D C C D G C D G C Am D G C Am D C G D/F# Em D C C D G C D G C Am D G C Am D C G D/F# Em D C C D G C D                                ,            ,
My Son,Imagine This,D,       ,,F C Dm A# F C Am Dm A# F C G D Em C G D Bm Em C G D                               ,A# F C A# F C A# F C Dm C A# D            ,
All I Really Want,im Timmons,Em,Em C G       ,,Em C G Em C G Em C G D/F# Em C G                                ,C G Em D C G Em Bm            ,
My Allegiance,ilia,Em,Em C G Em Em C G D Em Em C G Em C G D Em C G Em G Em G Em C G D Em C G Em Em A C G D Em C G D Em C G Em C G D Em C G Em C G Em C G Em Em G Em G Em G Em G D G Em Em C G D Em C G Em C G D Em C G Em       ,,                                ,            ,
A Letter To Elise,Idle Cure,A,       ,,                                ,G F#m G F#m G F#m Bm D A            ,
I Want A Cure,Idle Cure,A,       ,,Bm A Bm A G A Bm A Bm G A Bm A G A G A                               ,            ,
Miracle Cure,Idle Cure,C,       ,,                                ,            ,
The Irish Wedding Song,Ian Betteridge,G,       ,,D7 C G D7 A7 D7 G G7 C G G G/D D7 G C                                ,            ,
Andrae Crouch,I Don't Know Why,C,       ,,                                ,C7 F D7 G E Am F C G C C F G C C F Dm C F C F C G A F G C            ,
My Feet are on the Rodk,"I am They, writers A Parker, J Bronleewe, L Sweat,",G,G5 G5       ,,C) G5/E C5 C B G5/E C5 C B G5/E C5 C B C5/E C5/F C) G5 G5/E C5 C B G5/E C5 C B G5/E C5 C B C5/E C5/F G5 G5/E C5 C B G5/E C5 C B G5/E C5 C B C5/E C5/F G5/E C5 C B G5/E C5 C B G5/E C5 C B C5/E C5/F C) G5 C5                            ,G5 G5 G5            ,
Amen,I Am They,Em,       ,C D,C D Em C D Em C D C G D Em C G D Em C D C D Em C D Em C D C G D Em C G D Em C D Em C D Em C D Em C D C G D Em C G D Em C D Em C D                            ,C G D C G D C G D C G D Em C D Em C D            ,
Even Me,I Am They,A,       ,,F#m D F#m E A/C# D A E F#m D F#m E A/C# D A E                                ,D E D E D E D F#m E D F#m E            ,
Faithful God,I Am They,C,       ,,F C G Am G F C G F C G F C G Am G F C G F C G Am G C F C G Am G F C G F C G                              ,F C Am G F C Am G            ,
From the Day,I Am They,C,C5 Dm7 Am7 F2       ,,Am7 F Am Gsus Am7 F C Gsus Am7 F C Gsus Am7 F C Gsus                                ,G Am G F G Am G F G Am G F G            ,
From the Day,I Am They,G,G5 Am7 Em7 C2       ,,Em7 C Em Dsus Em7 C G Dsus Em7 C G Dsus Em7 C G Dsus Em7 C Em Dsus Em7 C G Dsus Em7 C G Dsus Em7 C G Dsus Em7 C Em Dsus Em7 C G Dsus Em7 C G Dsus Em7 C G Dsus G Am7 Em7 C2                              ,D Em D C D Em D C D Em D C D            ,
From The Day,I Am They,C,       ,,Am F C G Am F C G Am F C G Am F C Am F C G Am F C G Am F C G Am F C C C F Am F C G Am F C G Am F C G Am F C                              ,G Am G F G Am G F G Am G F G            ,
King of Love,I Am They,Bb,       ,,C9 G Em7 D C9 G Em7 D C9 G Em7 D C9 D Em7 C9 D G C9 G Em7 D C9 G Em7 D C9 G Em7 D C9 D Em7 C9 D G C9 G Em7 D C9 G Em7 D C9 G Em7 D C9 D Em7 C9 D G                              ,C9 D Em7 D G D            ,
My Feet Are On The Rock,I Am They,G,       ,, F C G F C G F C G F C G F C G F C G F C G F C G F C G F C G                              ,G            ,
My Feet are on the Rock,I Am They,G,G5 G5       ,,C) G5/E C5 C B G5/E C5 C B G5/E C5 C B C5/E C5/F C) G5 G5/E C5 C B G5/E C5 C B G5/E C5 C B C5/E C5/F G5 G5/E C5 C B G5/E C5 C B G5/E C5 C B C5/E C5/F G5/E C5 C B G5/E C5 C B G5/E C5 C B C5/E C5/F C) G5 C5                            ,G5 G5 G5            ,
Over and Over Again,I Am They,F,Em7 G2 D2 Asus4       ,,G2 D2 Em7 Asus4 G2 D2 Asus4 G2 D2 Em7 Asus4 G2 D2 Asus4 G2 D2 Em7 Asus4 G2 D2 Asus4 G2 D2 Em7 Asus4 G2 D2 Asus4 G2 D2 Em7 Asus4 G2 D2 Asus4                              ,Em7 G2 D2 Asus4 Em7 G2 D2 Asus4 Em7 G2 D2 Asus4 Em7 G D2 Asus4            ,
Scars,I Am They,Am,       ,,C G/B Am F C G/B Am F C G/B Am D# Gm F Gm D# A# C G/B Am C G/B Am F C G/B Am F Am G Am G/B C Dm Am G/B C Dm Am G/B C Dm F G Am F C Am F C                               ,Am F C G Am F C G D            ,
Scars,I Am They,Am,       ,,C G/B Am F C G/B Am F C G/B Am D# Gm F Gm D# A# C G/B Am C G/B Am F C G/B Am F Am G Am G/B C Dm Am G/B C Dm Am G/B C Dm F G Am F C Am F C                               ,Am F C G Am F C G            ,
Scars,I Am They,Am,       ,,C G Am F C G Am F C G Am G Dm F G F D C G Am C G Am F C G Am F Am G Am G C Dm Am G C Dm Am G C Dm F G Am F C Am F C                               ,Am F C G Am F C G D            ,
Be Glorified,I Am Future,C,       ,G Am F G G/B Am F G,G Am F G G/B Am F G Am F G Em Am F G                               ,F G Em Am            ,
Mirrors,Justin Timberlake,Bm,       ,Bm A Em G Bm A Em,Bm A Em G Bm A Em G D A G D A G D A Em Bm D A G D A G D A G D A Em Bm D A G Bm A Em G Bm A Em G D A G D A G D A Em Bm D A G D A G D A G D A Em Bm D A G D A G D A G D A Em Bm D A G D A G D A G D A Em Bm D A G                            ,Em Bm Em Bm A Em Bm G A            ,
Battlefield of This Age,Justin Rizzo,A,A F#m D E A F#m D E       ,,E A F#m D E A F#m D E A F#m D E A F#m D E A F#m D E                                ,            ,
Tree,Justin Rizzo,C#m,       ,,C#m A E B                                ,            ,
You Will Not Relent,Justin Rizzo,Bm,       ,,  Bm A/C# D G A G A                              ,            ,
Learning To Need You,Justin McRoberts,G,       ,,G Em C Cm G D                                ,            ,
"Just a Test, Please Remove.","Just a test, please Remove.",D,       ,,                                ,            ,
In the arms of an angel,Julio Gawleta,A,A D)       ,,A C#m D A E A C#m D A E A A D) A C#m D A E A C#m D A E A A E A                               ,            ,
Que todos los pueblos te alaben,Juan F. Martinez,Em,       ,,                                ,            ,
Ante ti con gozo,Juan Carlos Alvarado,Gm,       ,,                                ,            ,
This World Is Not My Home,"JR Baxter,Jr.",D,       ,,D G D E A D D7 G7 D B7 G D A7 D                                ,            ,
More Than Enough,JPCC Worship,G,G       ,,G G Em Em C D G D G G Em Em C D G G                                ,C D Em C D Em C D Em C D G            ,
The Love Of The Lord Endures,Joy Williams,F,       ,,C F Gsus4 G C Dm Em) F Gsus4 G Am Dm G C F G C F G C F G C F G E Am G) F G C C F Gsus4 G C Dm Em) F Gsus4 G Am Dm G C F G C D G Asus4 A D Em F#m G Asus4 A Bm Em A D G A D D G A D                              ,Am F C F G Am F C F G            ,
Thanks Thanks,Joy Gardner,C,       ,,C G C F C Dm G C G C7/E F C G C G                                ,            ,
God You Are My God,Joshua Seller,C,C F Cadd9 G       ,,Cadd9 G Am F Cadd9 G Am F Cadd9 G Am F                               ,G Am F G Am F            ,
3 Minute Song,Josh Wilson,G,G B7 Em C       ,D D/C G/B Am7,D D/C G/B Am7 G Am C D G Am C D G Am C D Am7 Cm D C Am7 G Am C D G Am C D G Am C D Am7 Cm G Am C D G Am C D G Am C D Am7 Cm                            ,Em D Em A C Cm G Am C Cm G Am C Cm            ,
3 Minute Song,Josh Wilson,G,G B7 Em C       ,D D/C G/B Am7,D D/C G/B Am7 G Am C D G Am C D G Am C D Am7 Cm D C Am7 G Am C D G Am C D G Am C D Am7 Cm G Am C D G Am C D G Am C D Am7 Cm Cm B7                            ,Em D Em A C Cm G Am C Cm G Am C Cm            ,
Always Only You,Josh Wilson,D,D Am7 Em7 G       ,,G D A Bm G D A Bm G D F# Bm G C D Am7 Em7 G G D A Bm G D A Bm G G D F# Bm G C G G D A Bm G D A Bm G G D F# Bm G D A Bm G D A Bm G D F# Bm G Bm Em7 G C                              ,G A D Bm G A D Bm G A D Am G G D A Bm            ,
Beautiful Like This,Josh Wilson,G,G C G C       ,C D,C D Em C G D Em C G D Em C G D C D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D                            ,Em C G D Em C G D Em C G D Em D            ,
Before The Morning,Josh Wilson,G,G C Em C D       ,G D/F# Em F C D,G D/F# Em C D G D/F# Em C D G D/F# Em F C D G D/F# Em C D G D/F# Em C D Am Em C D                              ,G C Em C C D Em C C D G C C D Em C C D G C Dsus D           ,
Carry Me,Josh Wilson,Em,Em D G C       ,,Em D C G Em D C G Em D C G Em D C G Em D C G Em D G C Em D G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G                              ,C D Em D C D Em D Em D G C C            ,
Dear Money,Josh Wilson,G,G A7 C F G A7 C F       ,,G/B C G/B D A/C# C G/B D A/C# C G/B B7/D# Em A/C# A7 Cm G G/B C G/B D A/C# C G/B D A/C# C G/B B7/D# Em A/C# A7 Cm G C G/B D G/B C G/B D C G B7/D# Em A/C# A7 Cm A/C# A7 Cm G A7 C F F# G7                              ,            ,
Do You Want To Know,Josh Wilson,E,E G#m       ,,A B C#m A A B C#m A A B E G#m A B C#m A A B C#m A A B E G#m A B C#m A A B C#m A B A B C#m A B E G#m E G#m                              ,E G#m E G#m            ,
Dont Let Go,Josh Wilson,Am,Am F C       ,,F C G F C G F E Am C F F E Am F C Am F C F C G F C G F E Am C F F E Am F C G F C G F E Am C F F E Am F C Am F C Am F C G F                              ,Am E G D Am E G D Am E G D F E            ,
Faith Is Not A Feeling,Josh Wilson,E,       ,,                                ,            ,
Fall Apart,Josh Wilson,D,       ,D Bm G,D Bm G Em G D A Em G D A Em Bm D A G Em D Bm G Em G D A Em Bm D A G Em Em G D A Em G D A Em Bm D A G                            ,D A D G            ,
Here I Am Anyway,Josh Wilson,Am,Am C Am C       ,,F Am G C F Am G F Am C Am C Am                                ,G E G E F Am G C            ,
How To Fall,Josh Wilson,G,G D A Bm G D D A       ,,G D A Bm G D A Bm G D A Bm G D/F# A                                ,G D/F# Em D A/C# Bm A A Bm A/C# D Em D/F# G            ,
I Refuse,Josh Wilson,D,D D Asus Asus G G       ,,D Asus G D Asus G Em A D D Asus G D Asus G Em A D D Asus G D Asus G Em A D                              ,Bm A D G Bm A D G Bm A D G Bm A            ,
Jesus Is Alive,Josh Wilson,C,       ,,C Am F C G Am F C F C C Am F C G Am F C F C C Am F C G Am F C F C C Am F C G Am F C F C                              ,F F Am Am F F Am Am F F Am F            ,
Know By Now,Josh Wilson,G,G       ,,C G D Em D C G D Em D C G D Em D C G C G D Em D C G D Em D C G D Em D C Em C G D Em D C G D Em D C G D Em D C Em D C Em D G                              ,B/D# D C#dim C D# G Bm C Em D C            ,
Let There Be Light,Josh Wilson,C,C Am       ,,C Am F G C Am G F Am G C C Am F G C Am G F Am G C C Am F G C Am G F Am G C Am F Am G C                              ,Am F Am G Am F Am G C Am            ,
Listen,Josh Wilson,G,       ,,G D A Bm A G D A G D A Bm A C2 D G D A Bm A G D A G D A Bm A C D                               ,            ,
No More,Josh Wilson,E,       ,,C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F Am C F C C F C G Am F C G Am F C G Am F                              ,            ,
Oak Avenue,Josh Wilson,D#m,D#m B F#       ,,D#m B F# C# D#m B F# C# D#m B F# D#m B F# C# D#m B F# C# D#m B F# C# D#m B F# C# D#m B F# D#m B F# C# D#m B F#                              ,B C# B C# B A#            ,
Once A Year,Josh Wilson,G,       ,,C G Em D C G Em D C G B Em C D G C G Em D C G Em D C G Bm Em C D G C G Em D C G Em D C G B Em C D G                              ,C D C D B            ,
Pull Me Through,Josh Wilson,E,       ,,E F# G#m F# E F# E F# G#m F# E F# G#m F# E F# E F# G#m F# E F# G#m F# E F# E F# G#m F# E F# E F# G#m F# E F# G#m F#                             ,G#m F# G#m F#            ,
Pushing Back The Dark,Josh Wilson,C,C G Em D       ,C G Em D C G Em D,C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D                            ,C G Em D            ,
Savior Please,Josh Wilson,G,G D G       ,,G D Em D C D G D C G D Em D C D G                                ,Em D G C            ,
Sing,Josh Wilson,G,G Gmaj7 C/E G Gmaj7 C/E G Gmaj7 C       ,D G/B C D G/B C,D G/B C D G/B C G C/E G/B C D G C/E G/B C D                               ,G C/E G/B C G C/E G/B C D G/B C D G/B C            ,
Somethings Gotta Change,Josh Wilson,C,C F C F       ,,Am C G F Am C G F C G F C G F Am G F Am C G F Am C G F C G F C G F Am G F                               ,Am G F Am C F Am G F Am C F Am G F Am C F Am G F Am C F Am G F Am C F F C G F C G F Am G F F Am G F Am G/B C F Am G F Am G/B C F            ,
That Was Then This Is Now,Josh Wilson,D,D Dsus4 D D D A7 D Dsus4 D D       ,D Dsus4 D D D A D Dsus4 D A D,D Dsus4 D D D A D Dsus4 D A D D G Bm A D G Bm A D G Bm A D D Dsus4 D D Dsus4 D D D A D Dsus4 D D D G Bm A D  D G Bm A D G Bm A D G Bm A                           ,Em D/F# G A Em D/F# G A D Dsus4 D            ,
They Just Believe,Josh Wilson,C,       ,Em7) D) C) Em7) D) C),Em7) D) C) Em7) D) C) G) D) Em7) C) G) D) Em7) D) C) G) F C/G) G) D) Em7) C) G) D) Em7) D) C) G) D) Em7) C) G) D) Em7) D) C) Em7) D) C) G) C) Em7) C) G) C) Em7) C)  Em7) C) G) F C/G) G) F C/G)                           ,G) C) G) C)            ,
This Is The Day,Josh Wilson,G,G C2 Em7 C2       ,,G C2 Em7 D G C2 Em7 D G C2 G C2 G C2 Em7 D G C2 Em7 C2 G C2 Em7 D G C2 Em7 D G C2 G C2 G C2 Em7 D G C2 Em7 C2 G C2 Em7 D G C2 Em7 D G C2 G C2 G C2 Em7 D G C2 Em7 C2   G C2 Em7 D G C2 Em7 D G C2 G C2 G C2 Em7 D G C2 Em7 D G C2 Em7 D G                           ,Am Em Am Em G Em C2 Am Em Am Em G Em C2 G C2 Em7 D G C2 Em7 D            ,
What A Mystery,Josh Wilson,C,C       ,,Am F C G Am F C G Am G C F Am F G C C Am F C G Am F C G Am G C F Am F G C C Am F C G Am F C G Am G C F Am F G C                              ,Dm Em F G Dm C F G C C F            ,
What I See Now,Josh Wilson,C,       ,,F C Am F C Am F C Am F C G                                ,Am F C G Am F C            ,
Deep South,Josh Turner,C,Asus2 C       ,,Asus2 Asus2 Asus2 D D Asus2 E D Asus2 Asus2 Asus2 Asus2 Asus2 Asus2 D D Asus2 E D Asus2 Asus2 C Asus2 Asus2 Asus2 D D Asus2 E D Asus2 Asus2 Asus2 Asus2                              ,            ,
Ill Be There,Josh Turner,D,D Em7 G/B G D Em7 G/B G       ,, Bm F#m Em A D A Bm F#m Em D G D Em7 G/B G D Em7 G/B G Bm G F#m Em A D A Bm F#m A Em D G G F#m Em A D G F#m Em F#m G Em7 G                              ,D Em7 G/B G D Em7 G/B G D Em7 G/B G D Em7 G/B G            ,
Lets Find A Church,Josh Turner,C,C G D G G       ,,C G G C A D D G C A A C A C D G C G G C A D D G C A A C A C D G Em A C G Em A C D D C G D G C A D D G C A A C A C D G C D G C D G                              ,            ,
Lord Have Mercy On A Country Bo,Josh Turner,D,D G D A D Bm G A D D A D G D A D D A D G D A D       ,,G D A D Bm G A D G D A D Bm G A D G D A D Bm G A D D A D G D A D D A D G D A D D A D G D A D D A D G D A D Bm G A G D A D Bm G A D                              ,            ,
Me And God,Josh Turner,G,G A D Bm G A D       ,,D/F# G A D Bm G A7 G A D D/F# Bm D G A D D/F# G A D Bm G A7 G A D D/F# Bm D G A D G) G A D D/F# Bm D G A D Bm G A D                              ,            ,
Softly And Tenderly,Josh Turner,A,F#madd9       ,,E A B E A D A E A E A B E A D A E A F B C F B E B F B F B                              ,B E B F# G#madd9 E B F# B            ,
Soulmate,Josh Turner,D,D G A7 D       ,,Bm A7 G A7 D Bm A7 D G D A7                                ,            ,
Tears Of God,Josh Turner,Am,       ,,F G C Am Dm G Em Am F G C Am Dm G F G C Am Dm G Em Am F G C Am Dm G F G C Am Dm G Em Am F G C Am Dm G Am G Em Am                               ,            ,
The Answer,Josh Turner,D,D G D G       ,,G D Em A D G D Em D G A D G D G G D Em A D G D Em D G A D G D Em A D G D Em D G Em D G A                              ,F# Bm E E7 A A7            ,
The Way He Was Raised,Josh Turner,G,G C G       ,,C G D/F# Em C G6 Asus2 A C D G  C G D/F# Em C G6 Asus2 A C D G                              ,C A7sus4 C G C A7sus4 C D C C D G D/F# Em C G6 Asus2 A C D Em C G6 Asus2 A C D G C D G            ,
Weve Come To Worship You,Josh Toms,G,G       ,,G C D G Em D C                                ,Em C D Em C D Em C D C D            ,
